id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
141 , "3HSPJ013107.2+612033" , "5BZBJ0131+6120" , "01 31 07.23" , "+61 20 33.0" , "19.7" , "0.92" , "-11.1" , 3.16 , "4FGL J0131.1+6120" , "1.86" , ""
142 , "3HSPJ013113.8+554513" , "" , "01 31 13.81" , "+55 45 12.99" , "175" , "0.26" , "-11.9" , 0.5 , "4FGL J0131.2+5547" , "1.9" , ""
143 , "3HSPJ013241.1-080404" , "" , "01 32 41.13" , "-08 04 04.0" , "307.6" , "0.86" , "-11.7" , 0.79 , "4FGL J0132.7-0804" , "1.75" , ""
144 , "3HSPJ013309.3-453524" , "" , "01 33 09.28" , "-45 35 24.0" , "16.1" , "0.09" , "-12.3" , 0.2 , "4FGL J0133.2-4533" , "1.58" , "2WHSPJ013309.4-453524"
145 , "3HSPJ013312.1-351916" , "" , "01 33 12.12" , "-35 19 15.99" , "11.1" , "0.18" , "-12.4?" , 0.16 , "" , "" , "2WHSPJ013312.1-351915"
146 , "3HSPJ013428.2+263843" , "5BZBJ0134+2638" , "01 34 28.19" , "+26 38 43.0" , "30.6" , "0.38" , "-11.4" , 1.58 , "4FGL J0134.5+2637" , "1.99" , "2WHSPJ013428.0+263843"
147 , "3HSPJ013507.0+025542" , "" , "01 35 07.03" , "+02 55 41.98" , "22" , "0.3" , "-12.5" , 0.13 , "4FGL J0135.1+0255" , "1.68" , "2WHSPJ013507.0+025541"
148 , "3HSPJ013523.6-272813" , "" , "01 35 23.62" , "-27 28 13.0" , "8.4" , "0.33" , "-12.1" , 0.32 , "" , "" , "2WHSPJ013523.5-272813"
149 , "3HSPJ013548.7-201347" , "" , "01 35 48.72" , "-20 13 46.99" , "2.6" , "0.21" , "-11.9" , 0.5 , "" , "" , "2WHSPJ013548.7-201346"
150 , "3HSPJ013626.7+302011" , "" , "01 36 26.69" , "+30 20 11.0" , "3.6" , "" , "-12.8" , 0.06 , "" , "" , "2WHSPJ013626.5+302011"
151 , "3HSPJ013632.6+390559" , "5BZBJ0136+3905" , "01 36 32.58" , "+39 05 58.99" , "60.6" , "7.52" , "-10.8" , 6.31 , "4FGL J0136.5+3906" , "1.7" , "2WHSPJ013632.5+390558"
152 , "3HSPJ013750.5+581411" , "5BZBJ0137+5814" , "01 37 50.46" , "+58 14 11.0" , "170.9" , "1.93" , "-11" , 3.98 , "4FGL J0137.9+5814" , "2.06" , ""
153 , "3HSPJ013801.1+224808" , "" , "01 38 01.12" , "+22 48 07.99" , "42.3" , "" , "-11.9?" , 0.5 , "4FGL J0138.0+2247" , "1.92" , ""
154 , "3HSPJ013803.7-215530" , "" , "01 38 03.72" , "-21 55 30.0" , "17.7" , "0.43" , ">-12" , 0.4 , "" , "" , "2WHSPJ013803.7-215530"
155 , "3HSPJ013834.5+245837" , "" , "01 38 34.54" , "+24 58 36.98" , "12" , "0.1" , "-12.5" , 0.13 , "" , "" , "2WHSPJ013834.5+245836"
156 , "3HSPJ014040.9-075849" , "5BZBJ0140-0758" , "01 40 40.86" , "-07 58 49.0" , "27.4" , "0.41" , "-12" , 0.4 , "4FGL J0140.6-0758" , "1.78" , "2WHSPJ014040.8-075849"
157 , "3HSPJ014347.2-012609" , "" , "01 43 47.15" , "-01 26 08.98" , "10.2" , "0.16" , "-12.7?" , 0.08 , "" , "" , "2WHSPJ014347.0-012608"
158 , "3HSPJ014347.4-584551" , "5BZBJ0143-5845" , "01 43 47.39" , "-58 45 51.01" , "28.3" , "2.52" , "-11.2" , 2.51 , "4FGL J0143.7-5846" , "1.84" , "2WHSPJ014347.2-584551"
159 , "3HSPJ014357.1-651227" , "" , "01 43 57.9" , "-65 12 26.99" , "18" , "0.08" , "-12.5" , 0.13 , "" , "" , "2WHSPJ014357.9-651226"
160 , "3HSPJ014522.9+045129" , "" , "01 45 22.88" , "+04 51 29.01" , "7.7" , "0.05" , "-12.9" , 0.05 , "" , "" , "2WHSPJ014522.7+045129"
161 , "3HSPJ014557.7-282620" , "" , "01 45 57.65" , "-28 26 20.0" , "3.9" , "" , "-12.6" , 0.1 , "" , "" , "2WHSPJ014557.5-282620"
162 , "3HSPJ014558.0+213504" , "" , "01 45 58.0" , "+21 35 03.98" , "5.8" , "0.46" , "-12.1?" , 0.32 , "" , "" , "2WHSPJ014558.0+213503"
163 , "3HSPJ014620.0-024254" , "" , "01 46 20.2" , "-02 42 53.99" , "4.2" , "0.15" , "-12.7?" , 0.08 , "" , "" , "2WHSPJ014620.2-024253"
164 , "3HSPJ014648.6-520233" , "5BZGJ0146-5202" , "01 46 48.56" , "-52 02 32.99" , "329.3" , "0.1" , "-12" , 0.4 , "4FGL J0146.9-5202" , "2.2" , ""
165 , "3HSPJ014715.9-000818" , "" , "01 47 15.85" , "-00 08 17.98" , "5" , "" , "-12.7" , 0.08 , "" , "" , "2WHSPJ014715.7-000817"
166 , "3HSPJ014748.1+203715" , "" , "01 47 48.7" , "+20 37 14.98" , "15.2" , "0.16" , "-12.6?" , 0.1 , "" , "" , "2WHSPJ014748.7+203714"
167 , "3HSPJ014753.7-602811" , "" , "01 47 53.65" , "-60 28 10.99" , "8.9" , "" , "-12.3" , 0.2 , "" , "" , "2WHSPJ014753.5-602810"
168 , "3HSPJ014820.3+520204" , "" , "01 48 20.33" , "+52 02 03.98" , "44.5" , "" , ">-11.6" , 1 , "4FGL J0148.2+5201" , "1.77" , ""
169 , "3HSPJ014833.8+012901" , "5BZBJ0148+0129" , "01 48 33.79" , "+01 29 00.99" , "88.4" , "" , "-12.3" , 0.2 , "4FGL J0148.6+0127" , "2.02" , ""
170 , "3HSPJ014918.2+203029" , "" , "01 49 18.24" , "+20 30 29.01" , "42.7" , "" , ">-12.1" , 0.32 , "" , "" , "2WHSPJ014918.1+203029"
171 , "3HSPJ015044.1-545005" , "" , "01 50 44.5" , "-54 50 04.99" , "43.8" , "" , "-12.1" , 0.32 , "4FGL J0150.6-5448" , "2.12" , "2WHSPJ015044.5-545004"
172 , "3HSPJ015219.9+364017" , "" , "01 52 19.85" , "+36 40 17.0" , "18.1" , "" , "-12.5" , 0.13 , "" , "" , "2WHSPJ015219.7+364017"
173 , "3HSPJ015239.6+014717" , "5BZGJ0152+0147" , "01 52 39.59" , "+01 47 17.01" , "62" , "3.78" , "-11.2" , 2.51 , "4FGL J0152.6+0147" , "1.89" , "2WHSPJ015239.5+014717"
174 , "3HSPJ015307.4+751742" , "5BZBJ0153+7517" , "01 53 07.37" , "+75 17 42.0" , "21.7" , "0.45" , "-11.5" , 1.26 , "4FGL J0153.0+7517" , "1.77" , "2WHSPJ015307.3+751742"
175 , "3HSPJ015313.2-110627" , "" , "01 53 13.17" , "-11 06 26.99" , "7.7" , "0.27" , "-12.2?" , 0.25 , "" , "" , "2WHSPJ015313.0-110626"
176 , "3HSPJ015325.9+711506" , "5BZGJ0153+7115" , "01 53 25.85" , "+71 15 06.01" , "578.3" , "0.23" , "-11.2" , 2.51 , "4FGL J0153.4+7114" , "1.57" , ""
177 , "3HSPJ015402.8+082351" , "5BZBJ0154+0823" , "01 54 02.76" , "+08 23 51.0" , "207.2" , "1.05" , "-11.4" , 1.58 , "4FGL J0153.9+0823" , "1.86" , "2WHSPJ015402.6+082351"
178 , "3HSPJ015553.6+053309" , "" , "01 55 53.64" , "+05 33 09.0" , "3.8" , "" , "-13.1" , 0.03 , "" , "" , "2WHSPJ015553.5+053309"
179 , "3HSPJ015608.0+054510" , "" , "01 56 08.2" , "+05 45 10.0" , "5.5" , "" , "-13" , 0.04 , "" , "" , "2WHSPJ015608.2+054510"
180 , "3HSPJ015624.5-242003" , "" , "01 56 24.54" , "-24 20 03.01" , "" , "" , "-11.9" , 0.5 , "4FGL J0156.5-2420" , "1.89" , ""
181 , "3HSPJ015646.0-474417" , "" , "01 56 46.01" , "-47 44 17.01" , "28.7" , "0.12" , "-11.8" , 0.63 , "4FGL J0156.8-4744" , "2.01" , "2WHSPJ015646.0-474417"
182 , "3HSPJ015658.0-530159" , "5BZBJ0156-5302" , "01 56 57.99" , "-53 01 59.01" , "43.4" , "2.57" , "-11.1" , 3.16 , "4FGL J0156.9-5301" , "1.82" , "2WHSPJ015657.9-530159"
183 , "3HSPJ015700.7-323529" , "" , "01 57 00.67" , "-32 35 29.0" , "19.1" , "0.17" , "-12.2" , 0.25 , "" , "" , "2WHSPJ015700.6-323529"
184 , "3HSPJ015721.6-215852" , "" , "01 57 21.55" , "-21 58 51.99" , "11.9" , "0.34" , "-12.2" , 0.25 , "" , "" , "2WHSPJ015721.4-215851"
185 , "3HSPJ015743.1+003605" , "" , "01 57 43.9" , "+00 36 05.0" , "1.8" , "" , "-13?" , 0.04 , "" , "" , "2WHSPJ015743.9+003605"
186 , "3HSPJ015809.9+251540" , "" , "01 58 09.94" , "+25 15 39.99" , "11.5" , "0.26" , "-12.2" , 0.25 , "" , "" , "2WHSPJ015809.9+251539"
187 , "3HSPJ015934.4+104705" , "5BZBJ0159+1047" , "01 59 34.37" , "+10 47 04.99" , "47.6" , "0.47" , "-11.6" , 1 , "4FGL J0159.5+1046" , "2.11" , "2WHSPJ015934.3+104704"
188 , "3HSPJ015945.1+090002" , "" , "01 59 45.9" , "+09 00 02.01" , "" , "" , ">-13" , 0.04 , "" , "" , ""
189 , "3HSPJ015953.6+004815" , "" , "01 59 53.58" , "+00 48 15.01" , "4.8" , "" , "-12.8" , 0.06 , "" , "" , "2WHSPJ015953.5+004815"
190 , "3HSPJ015958.1-364313" , "" , "01 59 58.13" , "-36 43 13.0" , "4.6" , "0.04" , "-12.8" , 0.06 , "" , "" , "2WHSPJ015958.0-364313"
191 , "3HSPJ020020.9-410935" , "" , "02 00 20.93" , "-41 09 34.99" , "" , "0.12" , "-12.1" , 0.32 , "4FGL J0200.3-4109" , "1.88" , ""
192 , "3HSPJ020106.2+003400" , "5BZBJ0201+0034" , "02 01 06.16" , "+00 34 00.01" , "13.4" , "1.02" , "-11.7" , 0.79 , "4FGL J0201.1+0036" , "1.82" , "2WHSPJ020106.1+003400"
193 , "3HSPJ020110.9-434655" , "" , "02 01 10.91" , "-43 46 54.98" , "45.3" , "" , "-12.4" , 0.16 , "4FGL J0201.1-4347" , "1.65" , "2WHSPJ020110.9-434654"
194 , "3HSPJ020121.8-225925" , "" , "02 01 21.78" , "-22 59 25.0" , "13.2" , "0.27" , "-12.2" , 0.25 , "" , "" , "2WHSPJ020121.7-225925"
195 , "3HSPJ020226.4+084913" , "5BZBJ0202+0849" , "02 02 26.43" , "+08 49 13.0" , "134.9" , "0.25" , "-12.2" , 0.25 , "4FGL J0202.4+0849" , "2.05" , ""
196 , "3HSPJ020239.1-313338" , "" , "02 02 39.7" , "-31 33 38.01" , "" , "" , "-12.8" , 0.06 , "" , "" , "2WHSPJ020239.7-313338"
197 , "3HSPJ020252.2-022320" , "" , "02 02 52.21" , "-02 23 20.0" , "68.1" , "0.56" , "-12.1" , 0.32 , "4FGL J0202.9-0225" , "2.31" , "2WHSPJ020252.2-022320"
198 , "3HSPJ020314.1-323512" , "" , "02 03 14.08" , "-32 35 12.01" , "12.6" , "0.06" , "-12.4" , 0.16 , "" , "" , "2WHSPJ020313.9-323512"
199 , "3HSPJ020356.1-244454" , "" , "02 03 56.05" , "-24 44 53.98" , "11.3" , "0.13" , "-12.5" , 0.13 , "" , "" , "2WHSPJ020355.9-244453"
200 , "3HSPJ020412.9-333340" , "5BZBJ0204-3333" , "02 04 12.91" , "-33 33 39.99" , "6.4" , "0.27" , "-11.7" , 0.79 , "4FGL J0204.0-3334" , "1.78" , "2WHSPJ020412.9-333339"
201 , "3HSPJ020416.4-314457" , "" , "02 04 16.42" , "-31 44 57.01" , "36.7" , "0.05" , "-12.8" , 0.06 , "4FGL J0204.3-3140" , "2.05" , ""
202 , "3HSPJ020421.5+241750" , "" , "02 04 21.53" , "+24 17 49.99" , "196.4" , "" , "-12.4" , 0.16 , "4FGL J0204.3+2417" , "1.79" , ""
203 , "3HSPJ020430.1-213725" , "" , "02 04 30.09" , "-21 37 24.99" , "8.5" , "0.05" , "-12.6" , 0.1 , "" , "" , "2WHSPJ020430.0-213724"
204 , "3HSPJ020441.7+004957" , "" , "02 04 41.65" , "+00 49 57.0" , "3.1" , "" , "-12.8" , 0.06 , "" , "" , ""
205 , "3HSPJ020615.9-095717" , "" , "02 06 15.89" , "-09 57 16.99" , "23" , "" , "-12.5?" , 0.13 , "4FGL J0206.0-0958" , "1.79" , ""
206 , "3HSPJ020838.2+352312" , "5BZBJ0208+3523" , "02 08 38.16" , "+35 23 12.01" , "4.9" , "0.25" , "-12.1" , 0.32 , "4FGL J0208.6+3523" , "1.7" , "2WHSPJ020838.1+352312"
207 , "3HSPJ020917.1+444946" , "5BZBJ0209+4449" , "02 09 17.09" , "+44 49 45.98" , "30.7" , "8.33" , "-11.5" , 1.26 , "4FGL J0209.3+4449" , "1.97" , "2WHSPJ020916.9+444945"
208 , "3HSPJ020921.1-522922" , "5BZBJ0209-5229" , "02 09 21.6" , "-52 29 21.98" , "78.7" , "2.39" , "-11.2" , 2.51 , "4FGL J0209.3-5228" , "1.8" , "2WHSPJ020921.6-522921"
209 , "3HSPJ020946.7+262530" , "" , "02 09 46.73" , "+26 25 30.0" , "6.5" , "" , "-12.1?" , 0.32 , "4FGL J0209.8+2626" , "2.24" , ""
210 , "3HSPJ021205.7-255758" , "" , "02 12 05.74" , "-25 57 57.99" , "8.9" , "0.54" , "-12.1" , 0.32 , "4FGL J0.212.2-2559" , "1.93" , "2WHSPJ021205.6-255757"
211 , "3HSPJ021216.9-022155" , "" , "02 12 16.87" , "-02 21 55.0" , "25.3" , "2.29" , "-11.7" , 0.79 , "4FGL J0212.2-0219" , "1.94" , "2WHSPJ021216.8-022155"
212 , "3HSPJ021230.5-350330" , "5BZBJ0212-3503" , "02 12 30.49" , "-35 03 29.98" , "16.5" , "0.27" , "-12?" , 0.4 , "4FGL J0212.4-3502" , "2.11" , ""
213 , "3HSPJ021252.1+224452" , "5BZBJ0212+2244" , "02 12 52.8" , "+22 44 52.0" , "67.4" , "0.45" , "-11.5" , 1.26 , "4FGL J0212.9+2244" , "2.1" , "2WHSPJ021252.7+224452"
214 , "3HSPJ021358.7-695137" , "" , "02 13 58.68" , "-69 51 37.0" , "" , "0.3" , "-11.9" , 0.5 , "4FGL J0213.8-6949" , "1.66" , ""
215 , "3HSPJ021409.8-473235" , "" , "02 14 09.82" , "-47 32 35.01" , "" , "0.1" , "-12.3" , 0.2 , "" , "" , "2WHSPJ021409.7-473235"
216 , "3HSPJ021411.1-353733" , "" , "02 14 11.9" , "-35 37 32.98" , "19.3" , "0.24" , "-12.1" , 0.32 , "" , "" , "2WHSPJ021411.7-353732"
217 , "3HSPJ021417.9+514451" , "5BZGJ0214+5144" , "02 14 17.94" , "+51 44 51.0" , "294.9" , "4.9" , "-11.2" , 2.51 , "4FGL J0214.3+5145" , "2.04" , "2WHSPJ021417.8+514451"
218 , "3HSPJ021503.0+032536" , "" , "02 15 02.99" , "+03 25 36.01" , "4.5" , "0.48" , "-12.1?" , 0.32 , "" , "" , "2WHSPJ021502.8+032536"
219 , "3HSPJ021515.2-161738" , "" , "02 15 15.23" , "-16 17 38.0" , "47.9" , "0.26" , "-12.1" , 0.32 , "" , "" , "2WHSPJ021515.1-161738"
220 , "3HSPJ021517.9+755453" , "" , "02 15 17.89" , "+75 54 52.99" , "152.4" , "0.03" , "-12.2" , 0.25 , "4FGL J0215.3+7555" , "1.76" , ""
221 , "3HSPJ021552.3-402343" , "" , "02 15 52.32" , "-40 23 43.0" , "40.1" , "0.15" , "-12.3" , 0.2 , "" , "" , "2WHSPJ021552.3-402343"
222 , "3HSPJ021616.6-481626" , "" , "02 16 16.62" , "-48 16 26.0" , "39.6" , "0.21" , "-12" , 0.4 , "" , "" , "2WHSPJ021616.6-481626"
223 , "3HSPJ021632.1+231450" , "5BZBJ0216+2314" , "02 16 32.08" , "+23 14 49.99" , "35.9" , "0.43" , "-11.8" , 0.63 , "4FGL J0216.5+2313" , "1.89" , "2WHSPJ021631.9+231449"
224 , "3HSPJ021650.8-663642" , "5BZBJ0216-6636" , "02 16 50.84" , "-66 36 42.01" , "103.6" , "0.28" , "-11.6" , 1 , "4FGL J0216.8-6635" , "1.98" , "2WHSPJ021650.8-663642"
225 , "3HSPJ021729.3-642306" , "" , "02 17 29.33" , "-64 23 06.0" , "17.4" , "0.02" , "-12.9" , 0.05 , "" , "" , "2WHSPJ021729.2-642306"
226 , "3HSPJ021900.0+244520" , "" , "02 19 00.4" , "+24 45 20.01" , "49.9" , "" , "-11.6?" , 1 , "4FGL J0219.0+2443" , "1.86" , ""
227 , "3HSPJ021905.5-172512" , "5BZBJ0219-1725" , "02 19 05.48" , "-17 25 12.0" , "62.6" , "0.21" , "-11.8" , 0.63 , "4FGL J0219.1-1724" , "1.92" , "2WHSPJ021905.4-172512"
228 , "3HSPJ021915.5-493453" , "" , "02 19 15.47" , "-49 34 53.0" , "11.3" , "0.05" , "-12.3" , 0.2 , "" , "" , "2WHSPJ021915.4-493453"
229 , "3HSPJ021931.2-642151" , "" , "02 19 31.22" , "-64 21 51.01" , "6.2" , "0.02" , "-12.9" , 0.05 , "" , "" , "2WHSPJ021931.2-642151"
230 , "3HSPJ022006.4-391835" , "" , "02 20 06.36" , "-39 18 34.99" , "3.8" , "0.02" , "-12.8" , 0.06 , "" , "" , "2WHSPJ022006.2-391834"
231 , "3HSPJ022048.5-084250" , "5BZBJ0220-0842" , "02 20 48.45" , "-08 42 50.0" , "66.2" , "0.46" , "-12" , 0.4 , "4FGL J0220.8-0841" , "1.74" , "2WHSPJ022048.4-084250"
232 , "3HSPJ022105.0+063939" , "" , "02 21 04.97" , "+06 39 38.98" , "62.9" , "" , "-12.3" , 0.2 , "" , "" , "2WHSPJ022104.9+063938"
233 , "3HSPJ022211.4-213735" , "" , "02 22 11.43" , "-21 37 35.0" , "7.9" , "0.05" , "-12.6" , 0.1 , "" , "" , "2WHSPJ022211.3-213735"
234 , "3HSPJ022304.5+682154" , "" , "02 23 04.51" , "+68 21 53.99" , "20.1" , "" , "-11.7" , 0.79 , "4FGL J0223.0+6821" , "1.91" , ""
235 , "3HSPJ022314.2-111738" , "5BZBJ0223-1117" , "02 23 14.23" , "-11 17 38.0" , "14.2" , "0.14" , "-11.9" , 0.5 , "4FGL J0223.1-1117" , "1.82" , "2WHSPJ022314.2-111738"
236 , "3HSPJ022539.1-190035" , "" , "02 25 39.7" , "-19 00 34.99" , "5" , "0.05" , "-12.9" , 0.05 , "" , "" , "2WHSPJ022539.7-190034"
237 , "3HSPJ022540.8-561812" , "" , "02 25 40.78" , "-56 18 11.98" , "13.2" , "0.08" , "-12.2" , 0.25 , "" , "" , "2WHSPJ022540.6-561811"
238 , "3HSPJ022638.9-444122" , "5BZBJ0226-4441" , "02 26 38.87" , "-44 41 21.98" , "11.6" , "0.41" , "-11.5" , 1.26 , "4FGL J0226.5-4441" , "1.95" , "2WHSPJ022638.8-444121"
239 , "3HSPJ022657.3+082730" , "" , "02 26 57.25" , "+08 27 29.98" , "33.7" , "0.19" , "-12.4" , 0.16 , "" , "" , "2WHSPJ022657.1+082729"
240 , "3HSPJ022716.6+020200" , "5BZBJ0227+0202" , "02 27 16.56" , "+02 01 59.98" , "37" , "1.83" , "-11.5" , 1.26 , "4FGL J0227.3+0201" , "2.04" , "2WHSPJ022716.4+020159"
241 , "3HSPJ022855.8-292716" , "" , "02 28 55.81" , "-29 27 15.98" , "5.8" , "" , "-12.7" , 0.08 , "" , "" , "2WHSPJ022855.7-292715"
242 , "3HSPJ022941.2-412051" , "" , "02 29 41.17" , "-41 20 50.99" , "17.4" , "0.05" , "-12.1" , 0.32 , "" , "" , "2WHSPJ022941.1-412050"
243 , "3HSPJ022948.0-512351" , "" , "02 29 48.2" , "-51 23 51.0" , "11.1" , "0.05" , "-12.5" , 0.13 , "" , "" , "2WHSPJ022948.1-512351"
244 , "3HSPJ023006.0+194921" , "" , "02 30 05.95" , "+19 49 21.0" , "29" , "" , "-12.3" , 0.2 , "" , "" , "2WHSPJ023005.8+194921"
245 , "3HSPJ023109.3-575506" , "" , "02 31 09.27" , "-57 55 05.98" , "254.4" , "" , "-12" , 0.4 , "4FGL J0231.2-5754" , "1.68" , "2WHSPJ023109.1-575505"
246 , "3HSPJ023231.1-251606" , "" , "02 32 31.14" , "-25 16 05.98" , "4" , "0.05" , "-12.8" , 0.06 , "" , "" , "2WHSPJ023231.0-251605"
247 , "3HSPJ023237.5+313128" , "" , "02 32 37.54" , "+31 31 27.98" , "4.3" , "0.53" , "-12.2" , 0.25 , "" , "" , "2WHSPJ023237.5+313127"
248 , "3HSPJ023241.1-112020" , "" , "02 32 41.9" , "-11 20 20.0" , "243.7" , "0.21" , "-12.3" , 0.2 , "4FGL J0232.5-1118" , "1.79" , ""
249 , "3HSPJ023248.6+201717" , "5BZGJ0232+2017" , "02 32 48.59" , "+20 17 17.01" , "83.5" , "2.83" , "-11" , 3.98 , "4FGL J0232.8+2018" , "2.03" , "2WHSPJ023248.5+201717"
250 , "3HSPJ023341.0+065611" , "" , "02 33 40.98" , "+06 56 11.0" , "34.5" , "0.22" , "-11.9" , 0.5 , "1BIGB_J023340.9+065611" , "2.05" , "2WHSPJ023340.9+065611"
251 , "3HSPJ023410.3-062825" , "" , "02 34 10.27" , "-06 28 24.99" , "4.2" , "" , "-12.8" , 0.06 , "3FGL J0234.2-0629" , "1.81" , ""
252 , "3HSPJ023430.1+804337" , "" , "02 34 30.6" , "+80 43 36.98" , "3.6" , "0.2" , "-11.9" , 0.5 , "1BIGB_J023430.5+804336" , "1.65" , "2WHSPJ023430.5+804336"
253 , "3HSPJ023536.7-293843" , "5BZBJ0235-2938" , "02 35 36.67" , "-29 38 43.0" , "5.5" , "0.09" , "-12.3" , 0.2 , "4FGL J0235.6-2939" , "1.85" , "2WHSPJ023536.6-293843"
254 , "3HSPJ023605.6-215543" , "" , "02 36 05.56" , "-21 55 42.99" , "9.2" , "0.04" , "-12.7" , 0.08 , "" , "" , "2WHSPJ023605.5-215542"
255 , "3HSPJ023734.0-360328" , "5BZBJ0237-3603" , "02 37 34.03" , "-36 03 28.0" , "21.5" , "0.58" , "-11.5" , 1.26 , "3FGL J0237.5-3603" , "1.86" , "2WHSPJ023734.0-360328"
256 , "3HSPJ023800.6-390504" , "" , "02 38 00.62" , "-39 05 03.98" , "65.3" , "0.11" , "-12" , 0.4 , "3FGL J0238.3-3904" , "1.94" , "2WHSPJ023800.5-390503"
257 , "3HSPJ023813.7-092431" , "5BZBJ0238-0924" , "02 38 13.66" , "-09 24 30.99" , "4.3" , "0.12" , "-12.6" , 0.1 , "" , "" , "2WHSPJ023813.6-092430"
258 , "3HSPJ023832.5-311657" , "5BZBJ0238-3116" , "02 38 32.46" , "-31 16 56.99" , "81.6" , "0.88" , "-11" , 3.98 , "3FGL J0238.4-3117" , "1.84" , "2WHSPJ023832.3-311656"
259 , "3HSPJ023853.9+255407" , "" , "02 38 53.87" , "+25 54 06.98" , "9.9" , "" , "-12.3" , 0.2 , "3FGL J0239.0+2555" , "2.06" , ""
260 , "3HSPJ023905.5+132721" , "" , "02 39 05.52" , "+13 27 20.98" , "" , "0.06" , "-12.3" , 0.2 , "3FGL J0239.4+1326" , "2" , ""
261 , "3HSPJ023927.2+132738" , "" , "02 39 27.22" , "+13 27 38.01" , "20.2" , "" , ">-12.7" , 0.08 , "3FGL J0239.4+1326" , "2" , ""
262 , "3HSPJ024115.5-304140" , "" , "02 41 15.48" , "-30 41 39.98" , "14.3" , "0.25" , "-11.9" , 0.5 , "" , "" , "2WHSPJ024115.4-304139"
263 , "3HSPJ024121.8+654311" , "" , "02 41 21.75" , "+65 43 10.99" , "190.9" , "0.16" , "-11.7" , 0.79 , "3FGL J0241.3+6542" , "2.08" , ""
264 , "3HSPJ024151.4-160333" , "" , "02 41 51.36" , "-16 03 33.01" , "22.7" , "0.18" , "-12.1" , 0.32 , "4FGL J0241.9-1603" , "1.88" , "2WHSPJ024151.2-160333"
265 , "3HSPJ024302.9+004627" , "5BZBJ0243+0046" , "02 43 02.92" , "+00 46 27.01" , "30.4" , "0.08" , "-12.6" , 0.1 , "" , "" , "2WHSPJ024302.8+004627"
266 , "3HSPJ024440.3-581954" , "5BZBJ0244-5819" , "02 44 40.26" , "-58 19 54.01" , "92.6" , "1.04" , "-11.1" , 3.16 , "3FGL J0244.8-5818" , "1.7" , "2WHSPJ024440.1-581954"
267 , "3HSPJ024507.9+184308" , "" , "02 45 07.85" , "+18 43 08.0" , "3.4" , "" , ">-12.1" , 0.32 , "" , "" , "2WHSPJ024507.7+184308"
268 , "3HSPJ024641.8-334342" , "" , "02 46 41.82" , "-33 43 41.98" , "3.2" , "0.41" , "-12.1" , 0.32 , "4FGL J0246.6-3348" , "1.83" , ""
269 , "3HSPJ024743.3-481545" , "" , "02 47 43.34" , "-48 15 45.0" , "24.5" , "0.07" , "-12.3" , 0.2 , "" , "" , "2WHSPJ024743.3-481545"
270 , "3HSPJ024751.7-225002" , "" , "02 47 51.65" , "-22 50 02.0" , "3.3" , "0.21" , "-12.2" , 0.25 , "" , "" , "2WHSPJ024751.6-225002"
271 , "3HSPJ024752.1+004106" , "" , "02 47 52.12" , "+00 41 06.0" , "5.4" , "" , "-12.1?" , 0.32 , "" , "" , "2WHSPJ024752.0+004106"
272 , "3HSPJ024800.7+223119" , "" , "02 48 00.74" , "+22 31 18.98" , "11.5" , "0.17" , "-12.4" , 0.16 , "4FGL J0248.0+2232" , "2.01" , ""
273 , "3HSPJ025019.0-212939" , "5BZBJ0250-2129" , "02 50 18.96" , "-21 29 39.01" , "3.8" , "0.7" , "-12.1" , 0.32 , "" , "" , "2WHSPJ025018.8-212939"
274 , "3HSPJ025024.6+454200" , "" , "02 50 24.55" , "+45 42 00.0" , "4.2" , "0.33" , "-12.3" , 0.2 , "" , "" , "2WHSPJ025024.4+454200"
275 , "3HSPJ025038.0+171208" , "5BZUJ0250+1712" , "02 50 37.95" , "+17 12 07.99" , "63.7" , "2.31" , "-11.5" , 1.26 , "3FGL J0250.6+1713" , "1.98" , "2WHSPJ025037.9+171207"
276 , "3HSPJ025047.6+562935" , "" , "02 50 47.57" , "+56 29 35.01" , "35.8" , "0.42" , "-11.8" , 0.63 , "3FGL J0250.6+5630" , "1.99" , ""
277 , "3HSPJ025056.8-324313" , "" , "02 50 56.83" , "-32 43 13.0" , "11.2" , "0.11" , "-11.8" , 0.63 , "" , "" , "2WHSPJ025056.8-324313"
278 , "3HSPJ025057.0-122613" , "" , "02 50 57.2" , "-12 26 12.98" , "13.8" , "" , "-12.3" , 0.2 , "" , "" , "2WHSPJ025057.1-122612"
279 , "3HSPJ025111.5-183112" , "" , "02 51 11.52" , "-18 31 11.99" , "13.7" , "" , "-12.6" , 0.1 , "4FGL J0251.1-1830" , "1.62" , ""
280 , "3HSPJ025211.1+320432" , "" , "02 52 11.5" , "+32 04 32.01" , "6.6" , "0.68" , "-11.8" , 0.63 , "" , "" , "2WHSPJ025211.5+320432"
281 , "3HSPJ025347.2-103135" , "" , "02 53 47.16" , "-10 31 35.0" , "12.8" , "0.13" , "-12.4" , 0.16 , "" , "" , "2WHSPJ025347.0-103135"
282 , "3HSPJ025426.4+160202" , "" , "02 54 26.37" , "+16 02 02.0" , "5.4" , "0.1" , "-12.4" , 0.16 , "" , "" , "2WHSPJ025426.2+160202"
